objekt_id,kategorie,objekt_strasse,objekt_ort,plz,zimmer,nutzflaeche,nettomiete,nebenkosten,bruttomiete
6328210,Wohnung,Kasthoferstrasse,Bern,3006,4,90,1585,260,1845
6328260,Wohnung,Werkgasse,Bern,3018,2.5,57,1080,250,1330
6328542,Wohnung,Bernstrasse 52,Bern,3018,3,73,1450,150,1600
6328688,Wohnung,nähe Inselspital,Bern,3008,NULL,210,3900,300,4200
6330391,Wohnung,Mattenhofstrasse 37,Bern,3007,3.5,80,1395,250,1645
6331581,Wohnung,Werkgasse 14,Bern,3018,5,NULL,1500,370,1870
6331893,Wohnung,Lorbeerstr.7,Bern,3018,3.5,NULL,1400,200,1600
6332188,Wohnung,Badhausstrasse 21,Ittigen,3063,3,52,1270,190,1460
6334368,Wohnung,NULL,Bern,3006,3.5,85,1760,230,1990
6334945,Wohnung,Stöckackerstrasse 101,Bern,3018,3,68,1115,230,1345
6335029,Wohnung,Weststrasse 4,Bern,3005,2.5,102,2200,220,2420
6335124,Wohnung,Burgernzielweg 18,Bern,3006,3.5,NULL,1130,220,1350
6335901,Wohnung,Brünnenstrasse 108,Bern,3018,2.5,NULL,1180,210,1390
6336625,Wohnung,Ostring 19,Bern,3006,3,61,1190,170,1360
6336669,Wohnung,Huberstrasse 22,Bern,3008,3.5,68,NULL,NULL,1675
6338480,Wohnung,Talweg 2,Ittigen,3063,3.5,70,NULL,NULL,NULL
6339442,Wohnung,Hintere Engehaldestrasse 10,Bern,3004,2.5,87,1450,200,1650
6339475,Wohnung,Hintere Engehaldestrasse 12,Bern,3004,3.5,86,1550,250,1800
6339893,Wohnung,Werkgasse 43,Bern,3018,1,30,NULL,NULL,875
6340331,Wohnung,Giacomettistrasse 8,Bern,3006,1,28,830,120,950
6340332,Wohnung,Giacomettistrasse 8,Bern,3006,2,45,1200,170,1370
6340333,Wohnung,Giacomettistrasse 8,Bern,3006,1,28,780,120,900
6340634,Wohnung,Bolligenstrasse 122,Bolligen,3065,2.5,NULL,1000,180,1180
6341292,Wohnung,Hühnerbühlstrasse 21,Bolligen,3065,3.5,84,1050,250,1300
6341462,Wohnung,Lutertalpark 10,Bolligen,3065,3.5,85,1876,340,2216
6341646,Wohnung,Indermühleweg 5,Bern,3018,3,62,1090,300,1390
6342295,Wohnung,Riedbachstrasse 97,Bern,3027,3.5,91,1670,270,1940
6342296,Wohnung,Riedbachstrasse 89,Bern,3027,3.5,95,1715,325,2040
6342877,Wohnung,NULL,Bern,3006,2.5,70,1950,NULL,1950
6344553,Wohnung,Talgut-Zentrum 16,Ittigen,3063,2.5,65,1120,150,1270
6345162,Wohnung,Badhausstrasse 35,Ittigen,3063,3,NULL,1095,230,1325
6345269,Wohnung,Talweg 15,Ittigen,3063,3.5,139,NULL,NULL,NULL
6345659,Wohnung,Buchserstrasse 20,Bern,3006,2.5,60,1450,130,1580
6345891,Wohnung,Schloss-Strasse 141,Bern,3008,1,31,710,150,860
6346390,Wohnung,Brunnmattstrasse 51,Bern,3007,1,29,825,100,925
6346977,Wohnung,Badhausstrasse 11,Ittigen,3063,3.5,NULL,1460,250,1710
6347835,Wohnung,NULL,Ittigen,3063,2,65,990,190,1180
6348034,Wohnung,Ochsenbeinstrasse 8,Bern,3008,3.5,72,1220,280,1500
6348334,Wohnung,NULL,Bolligen,3065,3.5,145,2950,320,3270
6348430,Wohnung,Hühnerbühlstrasse 161,Bolligen,3065,3.5,92,2250,200,2450
6348956,Wohnung,Stöckackerstrasse 104,Bern,3018,1,NULL,890,80,970
6351091,Wohnung,Mühlemattstrasse 57,Bern,3007,1,48,1350,180,1530
6351634,Wohnung,NULL,Bern,3006,1,30,1536,NULL,1536
6351773,Wohnung,Reichenbachstrasse 16,Bern,3004,3,NULL,1260,230,1490
6352111,Wohnung,Reichenbachstrasse 16,Bern,3004,3,NULL,1410,200,1610
6352187,Wohnung,Freiburgstrasse,Bern,3008,3,70,1340,250,1590
6352422,Wohnung,Egelgasse 66,Bern,3006,3,69,1170,200,1370
6352751,Wohnung,Brunnhofweg 47,Bern,3007,2.5,50,1450,200,1650
6353377,Wohnung,Tscharnerstrasse 39 A,Bern,3007,2,50,NULL,NULL,1430
6353389,Wohnung,Könizstrasse 28,Bern,3008,2,54,NULL,NULL,1300
6354091,Wohnung,Werkgasse 43,Bern,3018,1,28,775,120,895
6355065,Wohnung,Vorderer Schermen 5b,Ittigen,3063,3.5,NULL,1566,220,1786
6355950,Wohnung,Wagnerstrasse 8,Bern,3007,1,27,1030,120,1150
6356120,Wohnung,Brünnenstrasse 55,Bern,3018,3.5,86,1119,310,1429
6356213,Wohnung,Im Gerbelacker 14,Ittigen,3063,4.5,NULL,1600,270,1870
6356229,Wohnung,Zieglerstrasse 36,Bern,3007,1,NULL,720,160,880
6357186,Wohnung,Gutenbergstr. 35,Bern,3011,1.5,48,1190,140,1330
6357423,Wohnung,Einschlagstr. 15,Bolligen,3065,3.5,84,1390,290,1680
6357521,Wohnung,Einschlagstrasse 20,Bolligen,3065,3.5,114,1830,250,2080
6357585,Wohnung,Tscharnerstrasse 39,Bern,3007,2.5,NULL,1540,110,1650
6358397,Wohnung,Tscharnerstrasse 39 a,Bern,3007,2,50,1280,150,1430
6358635,Wohnung,NULL,Bern,3007,1,NULL,160,790,950
6358930,Wohnung,Bernstrasse 57,Bern,3018,3,NULL,1330,240,1570
6359251,Wohnung,Mattenhofstrasse 20,Bern,3007,2.5,NULL,NULL,NULL,NULL
6359561,Wohnung,Sonnenhofweg 19,Bern,3006,2.5,NULL,1213,250,1463
6359588,Wohnung,Kirchstrasse 5,Bolligen,3065,4.5,NULL,1550,200,1750
6359735,Wohnung,Bümplizstrasse 107,Bern,3018,2.5,NULL,1300,200,1500
6361148,Wohnung,Stapfenackerstrasse 60,Bern,3018,1.5,35,NULL,NULL,1049
6361379,Wohnung,Giessereiweg 4,Bern,3007,3.5,90,2000,220,2220
6361572,Wohnung,Gutenbergstr. 35,Bern,3011,2,61,1400,190,1590
6361575,Wohnung,Gutenbergstr. 39,Bern,3011,3.5,66,1810,230,2040
6361998,Wohnung,Kehrgasse 59,Bern,3018,3.5,NULL,1380,250,1630
6362206,Wohnung,Aarstrasse 102,Bern,3005,2,35,1100,160,1260
6362405,Wohnung,Mattenhofstrasse 37,Bern,3007,3,80,1260,250,1510
6362466,Wohnung,Ostring 73,Bern,3006,2,50,1320,130,1450
6362536,Wohnung,NULL,Bern,3006,2,35,1680,NULL,1680
6363043,Wohnung,Hintere Engehaldestrasse 12,Bern,3004,3.5,107,1650,250,1900
6363180,Wohnung,Engehaldestrasse 198A,Bern,3004,3.5,95,2850,350,3200
6363705,Wohnung,Tiefenaustrasse 84,Bern,3004,3,57,1100,200,1300
6364068,Wohnung,Wintermattweg 15,Bern,3018,3,62,1450,200,1650
6364257,Wohnung,NULL,Bern,3004,2,NULL,1203,NULL,1203
6364460,Wohnung,Ostring 73,Bern,3006,2,60,NULL,NULL,1150
1622392,Wohnung,Neubrückstrasse 127,Bern,3012,2.5,70,2300,350,2650
1745328,Wohnung,Zielweg 5,Bern,3014,2.5,60,1300,250,1550
2543448,Wohnung,Pappelweg 46,Bern,3013,2,NULL,1290,150,1440
3707844,Wohnung,Scheibenstrasse 47,Bern,3014,1,NULL,960,100,1060
3957333,Wohnung,Waldstätterstr. 11,Bern,3014,2.5,60,1120,160,1280
5113340,Wohnung,Pappelweg 8,Ostermundigen,3072,3.5,64,1210,240,1450
5120001,Wohnung,NULL,Bern,3014,1,22,NULL,NULL,1150
5247303,Wohnung,Winkelriedstrasse 28,Bern,3014,4.5,NULL,1420,230,1650
5692901,Wohnung,Wylerstrasse 109,Bern,3014,3.5,NULL,2100,400,2500
5765072,Wohnung,Melchtalstrasse 29,Bern,3014,1,35,1000,160,1160
5829900,Wohnung,Parkstrasse 11,Bern,3014,1.5,22,690,170,860
5887920,Wohnung,Unterdorfstrasse 27,Ostermundigen,3072,5.5,110,1350,345,1695
5903510,Wohnung,Bernstrasse 147,Ostermundigen,3072,4,87,1250,300,1550
6003848,Wohnung,Wylerfeldstrasse 45,Bern,3014,2,53,1160,210,1370
6025809,Wohnung,Bernstrasse 147a,Ostermundigen,3072,3,64,1100,230,1330
6115608,Wohnung,Wiesenstrasse 10,Ostermundigen,3072,2,48,1201,230,1431
6124615,Wohnung,NULL,Bern,3014,1,26,2310,NULL,2310
6127376,Wohnung,Flurstrasse 14,Bern,3014,2,64,950,200,1150
6128116,Wohnung,Unterdorfstr. 45,Ostermundigen,3072,4.5,92,1630,315,1945
6161959,Wohnung,Bernstrasse 154,Ostermundigen,3072,1,12,NULL,NULL,600
6170783,Wohnung,Unterdorfstrasse 17,Ostermundigen,3072,4.5,93,1390,290,1680
6202814,Wohnung,Waffenweg 21,Bern,3014,3,80,NULL,NULL,1710
6246010,Wohnung,Unterdorfstrasse 29,Ostermundigen,3072,3.5,83,1010,185,1195
6254708,Wohnung,Bernstrasse 121,Ostermundigen,3072,4.5,104,2120,260,2380
6254711,Wohnung,Bernstrasse 121 c,Ostermundigen,3072,4.5,104,2050,280,2330
6255685,Wohnung,Stauffacherstrasse 12,Bern,3014,3,70,2100,250,2350
6261895,Wohnung,Wankdorffeldstrasse 101,Bern,3014,1.5,59,1420,200,1620
6280440,Wohnung,Unterdorfstrasse 9,Ostermundigen,3072,5.5,109,1500,400,1900
6283472,Wohnung,Nobsstrasse 5,Ostermundigen,3072,5.5,NULL,1650,400,2050
6283937,Wohnung,Bernstrasse 119,Ostermundigen,3072,3.5,76,1360,200,1560
6285399,Wohnung,Forelstr. 46,Ostermundigen,3072,4.5,95,1630,330,1960
6288543,Wohnung,Nobsstrasse 9,Ostermundigen,3072,4.5,90,1500,290,1790
6290155,Wohnung,Pappelweg 48,Bern,3013,3,67,1460,200,1660
6291447,Wohnung,Waldstätterstrasse 23,Bern,3014,4,90,1900,290,2190
6299849,Wohnung,Forelstr. 44,Ostermundigen,3072,4.5,96,1590,300,1890
6303887,Wohnung,NULL,Bern,3014,2,45,NULL,NULL,1449
6304185,Wohnung,Bernstrasse 180,Ostermundigen,3072,2,67,1510,180,1690
6304228,Wohnung,Bernstrasse 180,Ostermundigen,3072,2,66,1470,200,1670
6305278,Wohnung,Morgartenstrasse 1,Bern,3014,3,59,1300,190,1490
6308955,Wohnung,Melchtalstrasse 14,Bern,3014,3,50,1260,190,1450
6313138,Wohnung,Attinghausenstrasse 26,Bern,3014,3.5,NULL,1720,200,1920
6313368,Wohnung,Wylerringstrasse 68,Bern,3014,2.5,NULL,1340,160,1500
6315839,Wohnung,Unterdorfstrasse 2,Ostermundigen,3072,3.5,74,1150,300,1450
6327519,Wohnung,Wylerringstrasse 68,Bern,3014,6,152,2550,750,3300
6328204,Wohnung,Scheibenstrasse,Bern,3014,3,75,1350,290,1640
6330528,Wohnung,Unterdorfstrasse 47,Ostermundigen,3072,5.5,111,1680,300,1980
6331553,Wohnung,Nobsstrasse 5,Ostermundigen,3072,4.5,NULL,1480,320,1800
6333417,Wohnung,Wankdorffeldstrasse 73,Bern,3014,4.5,120,NULL,NULL,2300
6333749,Wohnung,Nobsstrasse 5,Ostermundigen,3072,3.5,NULL,1160,250,1410
6334737,Wohnung,Scheibenstrasse 47,Bern,3014,2.5,NULL,1380,170,1550
6336511,Wohnung,Waffenweg 25,Bern,3014,2.5,53,1241,180,1421
6336550,Wohnung,Winkelriedstrasse 7,Bern,3014,2.5,75,1400,200,1600
6336552,Wohnung,Wiesenstrasse 83,Bern,3014,3.5,103,2300,310,2610
6344139,Wohnung,NULL,Bern,3014,1,80,875,NULL,875
6347467,Wohnung,Winkelriedstrasse 51,Bern,3014,2,NULL,1250,170,1420
6348778,Wohnung,Talweg 8A,Bern,3013,2,NULL,1155,135,1290
6349085,Wohnung,Allmendstrasse 51,Bern,3014,1,35,760,150,910
6349415,Wohnung,Morgartenstrasse 27,Bern,3014,1.5,NULL,890,140,1030
6352154,Wohnung,NULL,Bern,3014,3,105,2300,280,2580
6352860,Wohnung,Flurstrasse 24,Bern,3014,3.5,70,1400,150,1550
6353219,Wohnung,Bantigerstrasse 31,Ostermundigen,3072,3,68,1350,200,1550
6353562,Wohnung,Winkelriedstr. 13,Bern,3014,3.5,66,1310,195,1505
6353905,Wohnung,Diesbachstrasse 1,Bern,3012,3.5,114,390,1937,2327
6354362,Wohnung,Waffenweg 22,Bern,3014,3.5,67,1350,210,1560
6354406,Wohnung,Rodtmattstrasse 52,Bern,3014,2.5,53,1400,200,1600
6355818,Wohnung,Pappelweg 43,Bern,3013,2,NULL,1000,230,1230
6356011,Wohnung,Kilchgrundstrasse 31,Ostermundigen,3072,3.5,NULL,1360,240,1600
6356207,Wohnung,Parkstrasse 7,Bern,3014,2.5,49,1220,210,1430
6356214,Wohnung,Forelstrasse 42,Ostermundigen,3072,4.5,NULL,1530,350,1880
6356228,Wohnung,Kilchgrundstrasse 31,Ostermundigen,3072,4.5,NULL,1490,290,1780
6356570,Wohnung,NULL,Bern,3014,3,80,1782,NULL,1782
6357793,Wohnung,NULL,Bern,3014,1,NULL,NULL,NULL,600
6357953,Wohnung,Wankdorffeldstrasse 77,Bern,3014,3.5,104,1950,350,NULL
6357954,Wohnung,NULL,Bern,3014,3.5,104,1950,350,NULL
6359391,Wohnung,Schärerstrasse 9,Bern,3014,2.5,60,NULL,NULL,1580
6359753,Wohnung,Wiesenstrasse 52,Ostermundigen,3072,3.5,NULL,1155,220,1375
6359850,Wohnung,Rodtmattstrasse 99,Bern,3014,2.5,NULL,1180,160,1340
6360308,Wohnung,Kilchgrundstrasse 33,Ostermundigen,3072,2.5,50,940,250,1190
6361447,Wohnung,Greyerzstrasse 93,Bern,3013,2,47,1290,150,1440
6362030,Wohnung,Beaulieustrasse 49,Bern,3012,1,NULL,650,80,730
6362228,Wohnung,Dr. Zuber-Strasse 2,Ostermundigen,3072,2.5,52,1220,150,1370
6362232,Wohnung,Dr. Zuber-Strasse 2a,Ostermundigen,3072,2.5,52,1220,150,1370
6363491,Wohnung,Rodtmattstrasse 83,Bern,3014,2,44,1270,140,1410
6363810,Wohnung,Grubenstrasse 20,Ostermundigen,3072,3,NULL,1210,250,1460
6363829,Wohnung,Wankdorffeldstrasse 101,Bern,3014,1,19,750,100,850
6364098,Wohnung,Elisabethenstrasse 21,Bern,3014,4.5,NULL,3050,360,3410
6364576,Wohnung,Unterdorfstrasse 9,Ostermundigen,3072,3.5,80,1000,270,1270
6365049,Wohnung,Winkelriedstrasse 46,Bern,3014,2,51,1350,170,1520
6298555,Wohnung,Belpstrasse 6,Muri b. Bern,3074,4,NULL,1820,280,2100
6299320,Wohnung,Aebnitstrasse 30a-c,Muri b. Bern,3074,3.5,NULL,2150,250,2400
6299539,Wohnung,Beethovenstrasse 29,Gümligen,3073,3.5,75,1240,250,1490
6302747,Wohnung,Heckenweg 6,Bern,3007,3.5,82,1510,230,1740
6306327,Wohnung,Jurastrasse 53,Ittigen,3063,2.5,87,1310,270,1580
6311456,Wohnung,Funkstrasse 112,Wabern,3084,1,26,570,135,705
6313253,Wohnung,Kohlenweg 12,Liebefeld,3097,1,24,730,140,870
6313456,Wohnung,Landoltstrasse 60,Bern,3007,3,66,1350,250,1600
6315950,Wohnung,NULL,Liebefeld,3097,2.5,68,1830,160,1990
6317330,Wohnung,Heckenweg 41,Bern,3007,3,NULL,1550,210,1760
6322054,Wohnung,Freiburgstrasse,Bern,3018,3.5,80,NULL,NULL,1300
6323435,Wohnung,Aebnitstrasse 30a-c,Muri b. Bern,3074,5.5,NULL,3900,350,4250
6325127,Wohnung,Schwarzenburgstrasse 67,Bern,3008,4.5,108,NULL,NULL,2490
6325618,Wohnung,Seftigenstrasse 209,Wabern,3084,2,39,996,170,1166
6327703,Wohnung,Schubertweg 14,Gümligen,3073,4.5,100,2200,300,2500
6328253,Wohnung,Fischrain,Ittigen,3063,4.5,95,1885,340,2225
6328262,Wohnung,Fischrain,Ittigen,3063,3.5,81,1565,350,1915
6328942,Wohnung,Giessenweg 1,Wabern,3084,2,71,1400,250,1650
6329083,Wohnung,Reutigenweg 4,Muri b. Bern,3074,2,NULL,1200,110,1310
6330153,Wohnung,Morgenstrasse 128,Bern,3018,3.5,75,1130,260,1390
6330506,Wohnung,Bondelistrasse 64,Wabern,3084,1,24,690,120,810
6333842,Wohnung,Friedheimweg 20,Bern,3007,3,78,1570,220,1790
6334943,Wohnung,Grauholzstrasse 37,Ittigen,3063,1,18,600,90,690
6335268,Wohnung,Landoltstrasse 60,Bern,3007,3,64,1350,180,1530
6335748,Wohnung,Beethovenstrasse 10,Gümligen,3073,5.5,NULL,2305,100,2405
6336500,Wohnung,Zinggstrasse 25,Bern,3007,4,110,1630,250,1880
6336621,Wohnung,Worbstrasse 222,Gümligen,3073,3,NULL,1330,250,1580
6337239,Wohnung,Roschistrasse 11,Bern,3007,3,63,1290,230,1520
6338751,Wohnung,Lindenhofstrasse 24,Worblaufen,3048,3.5,NULL,1200,200,1400
6339084,Wohnung,Funkstrasse 102,Wabern,3084,1,26,559,150,709
6339085,Wohnung,Funkstrasse 108,Wabern,3084,1,26,548,110,658
6339088,Wohnung,Funkstrasse 112,Wabern,3084,1,25,585,120,705
6340192,Wohnung,Egghölzliweg 4,Muri b. Bern,3074,2.5,70,1474,140,1614
6340336,Wohnung,Grauholzstrasse 69,Ittigen,3063,3.5,68,1200,250,1450
6340977,Wohnung,Beethovenstrasse 18,Gümligen,3073,5,100,1910,110,2020
6341713,Wohnung,Bondelistrasse,Wabern,3084,1,27,NULL,NULL,810
6341837,Wohnung,Roschistrasse 6,Bern,3007,1,30,NULL,NULL,800
6344826,Wohnung,,Gümligen,3073,3.5,110,1600,250,1850
6345208,Wohnung,Morillonstrasse 46,Bern,3007,3,NULL,1295,200,1495
6345425,Wohnung,Längfeldstrasse 26,Ittigen,3063,3.5,NULL,1200,180,1380
6345536,Wohnung,Längfeldstrasse 50,Ittigen,3063,3,69,1140,220,1360
6346895,Wohnung,Kranichweg 7,Muri b. Bern,3074,3.5,82,1850,200,2050
6347382,Wohnung,Hardeggerstrasse 31,Bern,3008,2.5,88,2000,280,2280
6349011,Wohnung,Beethovenstrasse 30,Gümligen,3073,3.5,NULL,1300,220,1520
6349145,Wohnung,Chrottegässli 2,Bolligen,3065,1,NULL,NULL,NULL,NULL
6349155,Wohnung,Storchenweg 11,Muri b. Bern,3074,3,NULL,1600,200,1800
6349887,Wohnung,Reichenbachstrasse 120,Bern,3004,1.5,28,1050,200,1250
6350700,Wohnung,Lindenhofstrasse 22,Worblaufen,3048,3.5,NULL,1150,210,1360
6350712,Wohnung,Quartierweg 7,Muri b. Bern,3074,5.5,NULL,2001,270,2271
6352933,Wohnung,Waldeggstrasse 7,Liebefeld,3097,3.5,79,1605,220,1825
6354650,Wohnung,Jurastrasse 9,Ittigen,3063,1.5,42,950,130,1080
6355075,Wohnung,Jubiläumsstrasse 97a,Bern,3005,2,55,NULL,NULL,1575
6355146,Wohnung,Funkstrasse 99,Wabern,3084,4.5,112,1640,300,1940
6355917,Wohnung,Steinhölzliweg 75,Bern,3007,2,NULL,1220,170,1390
6355954,Wohnung,Hessstrasse 47,Liebefeld,3097,2,47,1000,250,1250
6357185,Wohnung,Beethovenstrasse 40,Gümligen,3073,4.5,91,1700,200,1900
6358301,Wohnung,Worbstrasse 190b,Gümligen,3073,4,91,1700,250,1950
6358449,Wohnung,"Ittigenstrasse, 4",Ittigen,3063,3,105,1100,250,1350
6358805,Wohnung,Längfeldstrasse 64,Ittigen,3063,4,77,1420,240,1660
6358925,Wohnung,Schönauweg 10b,Bern,3007,2,54,895,180,1075
6359143,Wohnung,Schwarzenburgstrasse 127,Liebefeld,3097,2.5,68,1170,220,1390
6359686,Wohnung,Funkstrasse 93,Wabern,3084,3.5,90,1726,250,1976
6360270,Wohnung,Längfeldstrasse 50,Ittigen,3063,3,69,1140,220,1360
6360313,Wohnung,Schwarzenburgstrasse 73,Liebefeld,3097,2.5,55,1500,160,1660
6360314,Wohnung,Schwarzenburgstrasse 73,Liebefeld,3097,2.5,59,1520,170,1690
6360315,Wohnung,Schwarzenburgstrasse 73,Liebefeld,3097,3.5,98,2000,290,2290
6360316,Wohnung,Schwarzenburgstrasse 73,Liebefeld,3097,NULL,88,1840,260,2100
6360901,Wohnung,Wilkerstrasse 50-78,Liebefeld,3097,5.5,119,2350,460,2810
6361576,Wohnung,Beethovenstrasse 46,Gümligen,3073,3.5,73,1520,255,1775
6361609,Wohnung,Matzenriedstrasse 49,Bern,3019,4.5,105,1900,60,1960
6361646,Wohnung,Landhausweg 31,Bern,3007,3.5,89,1477,160,1637
6361971,Wohnung,Mattenstrasse 6,Gümligen,3073,2.5,47,NULL,NULL,1950
6363045,Wohnung,Stettlerstrasse 9,Bern,3006,1,33,650,110,760
6363164,Wohnung,Wangenstrasse 86b,Bern,3018,3.5,65,1190,230,1420
6363331,Wohnung,Sandrainstrasse 111,Wabern,3084,4.5,133,1950,380,2330
6363481,Wohnung,Längfeldstrasse 70,Ittigen,3063,4.5,NULL,1280,290,1570
6363483,Wohnung,Morillonstrasse 46,Bern,3007,3,NULL,1295,200,1495
6363565,Wohnung,Wilkerstrasse 24,Liebefeld,3097,3.5,122,2440,250,2690
6363801,Wohnung,Frikartweg 21,Bern,3006,4.5,129,2347,360,2707
6364149,Wohnung,Längfeldstrasse 54,Ittigen,3063,3,69,1170,220,1390
6364155,Wohnung,Längfeldstrasse 52,Ittigen,3063,4,81,1250,250,1500
6364639,Wohnung,Fuchshubelstrasse 7,Ittigen,3063,4.5,80,1100,275,1375
6364746,Wohnung,Hüsliackerstrasse 11,Bern,3018,2.5,71,1215,220,1435
6364747,Wohnung,Hüsliackerstrasse 23,Bern,3018,3.5,79,1490,200,1690
